"","company","year","latitude","longitude","variable_code"
"332","CHAMBERS BEACHTOLD HALDEMAN",2021,35.528781,-82.961606,"Count of Dentists"
"333","EMILY E HALL PA",2021,35.497329,-82.980972,"Count of Dentists"
"334","MARK E BOSTIC DDS",2021,36.320364,-78.595527,"Count of Dentists"
"335","HOYLE WILSON S JR DR",2021,36.325952,-78.408448,"Count of Dentists"
"336","",2021,35.4962,-83.2961,"Count of Dentists"
"337","SMILE STUDIO OF HENDERSON",2021,36.331648,-78.44621,"Count of Dentists"
"338","SHAWN R KENNEDY PA",2021,35.52745,-82.936828,"Count of Dentists"
"339","ROCKCLIFF ORAL-FACIAL SURG",2021,35.528781,-82.961606,"Count of Dentists"
"340","ROCKCLIFF PLACE ORAL",2021,35.528781,-82.961606,"Count of Dentists"
"341","ROCKCLIFF PLACE ORAL",2021,35.528781,-82.961606,"Count of Dentists"
"342","",2021,36.1423,-78.7196,"Count of Dentists"
"343","GILLESPIE MICHAEL D DDS",2021,35.488047,-82.990528,"Count of Dentists"
"344","GRANVILLE FAMILY DENTISTRY",2021,36.327209,-78.593684,"Count of Dentists"
"345","GRANVILLE FAMILY DENTISTRY",2021,36.327209,-78.593684,"Count of Dentists"
"346","HENDERSON PEDIATRIC DENTISTRY",2021,36.331648,-78.44621,"Count of Dentists"
"347","ROCKCLIFF PLACE ORAL",2021,35.528781,-82.961606,"Count of Dentists"
"348","CREEDMOOR ORTHODONTICS",2021,36.1423,-78.7196,"Count of Dentists"
"349","HENDERSON PEDIATRIC DENTISTRY",2021,36.331648,-78.44621,"Count of Dentists"
"350","BLUE RIDGE DENTAL",2021,35.529116,-82.960833,"Count of Dentists"
"351","RONALD A MOSS DENTAL",2021,36.331648,-78.44621,"Count of Dentists"
"352","CATALOOCHEE DENTAL GROUP",2021,35.52745,-82.936828,"Count of Dentists"
"353","GENEVIEVE E DAURITY DDS PA",2021,36.330986,-78.446401,"Count of Dentists"
"354","BLUE RIDGE DENTAL",2021,35.512407,-83.070483,"Count of Dentists"
"355","",2021,35.4962,-83.2961,"Count of Dentists"
"356","YURKO JOSEPH E DDS PLLC",2021,35.493911,-82.983731,"Count of Dentists"
"357","CATALOOCHEE DENTAL GROUP",2021,35.52745,-82.936828,"Count of Dentists"
"358","",2021,35.52745,-82.936828,"Count of Dentists"
"359","KOREN DENTISTRY",2021,36.116725,-78.687054,"Count of Dentists"
"360","RALEIGH ORTHODONTICS",2021,36.1423,-78.7196,"Count of Dentists"
"361","",2021,35.4962,-83.2961,"Count of Dentists"
"362","",2021,35.424362,-83.452126,"Count of Dentists"
"363","",2021,35.52615,-82.956675,"Count of Dentists"
"364","KOREN DENTISTRY",2021,36.116725,-78.687054,"Count of Dentists"
"365","COGBURN TEAGUE & VAN PRAAG",2021,35.527074,-82.93989,"Count of Dentists"
"366","",2021,35.4962,-83.2961,"Count of Dentists"
"367","MORRISON ERIC DDS/FAMILY",2021,35.485133,-82.991634,"Count of Dentists"
"368","YURKO DENTAL EXCELLENCE",2021,35.493911,-82.983731,"Count of Dentists"
"369","RANSOM KIRBY J DMD",2021,36.330224,-78.452963,"Count of Dentists"
"370","GRANVILLE FAMILY DENTISTRY",2021,36.327209,-78.593684,"Count of Dentists"
"371","SIDNEY SOCKWELL FAMILY DNTSTRY",2021,36.295026,-78.599424,"Count of Dentists"
"372","KENNETH EVINS DENTAL HEALTH",2021,36.310499,-78.592599,"Count of Dentists"
"373","SMOKY MOUNTAIN DENTISTRY",2021,35.539521,-82.956909,"Count of Dentists"
"374","PARADISE FAMILY DENTISTRY",2021,36.333526,-78.432488,"Count of Dentists"
"375","CAROLINA WEST DENTAL",2021,35.500294,-82.983955,"Count of Dentists"
"376","SMOKY MOUNTAIN DENTISTRY",2021,35.539521,-82.956909,"Count of Dentists"
"377","CAROLINA WEST DENTAL",2021,35.500294,-82.983955,"Count of Dentists"
"378","BUTNER CREEDMOOR FAMILY DNSTRY",2021,36.142827,-78.71816,"Count of Dentists"
"379","JOHN R VAN VENROOY DENTAL",2021,36.3303,-78.448,"Count of Dentists"
"380","CAROLINA DENTAL ARTS",2021,36.330986,-78.446401,"Count of Dentists"
"381","T M ROBERSON II PLLC DDS",2021,36.323002,-78.419108,"Count of Dentists"
"382","FISHER & BODNAR PLLC",2021,35.52745,-82.936828,"Count of Dentists"
"383","",2021,36.313649,-78.45596,"Count of Dentists"
"384","",2021,36.312885,-78.553452,"Count of Dentists"
"385","DR'S SCULLY MATHESON & FONSECA",2021,35.528781,-82.961606,"Count of Dentists"
"386","MAGGIE VALLEY DENTAL",2021,35.512407,-83.070483,"Count of Dentists"
"387","LASER DENTISTRY",2021,35.527074,-82.93989,"Count of Dentists"
"388","CAROLINA WEST DENTAL",2021,35.500294,-82.983955,"Count of Dentists"
"389","L L BALANCE DDS PLLC",2021,35.500294,-82.983955,"Count of Dentists"
"390","",2021,36.312885,-78.553452,"Count of Dentists"
"391","SCHMITT ORTHODONTICS",2021,36.3303,-78.448,"Count of Dentists"
"392","PEAK DENTISTRY",2021,35.530751,-82.91814,"Count of Dentists"
"393","",2021,35.4962,-83.2961,"Count of Dentists"
"394","RURAL HEALTH GROUP AT HNDRSN",2021,36.338131,-78.426188,"Count of Dentists"
"395","",2021,35.496996,-82.977321,"Count of Dentists"
"396","HENDERSON PEDIATRIC DENTISTRY",2021,36.331648,-78.44621,"Count of Dentists"
"397","",2021,36.312885,-78.553452,"Count of Dentists"
"398","",2021,35.4962,-83.2961,"Count of Dentists"
"399","",2021,36.312885,-78.553452,"Count of Dentists"
"400","CAROLINA WEST DENTAL",2021,35.500294,-82.983955,"Count of Dentists"
"401","HENDERSON PEDIATRIC DENTISTRY",2021,36.331648,-78.44621,"Count of Dentists"
"402","",2021,36.116725,-78.687054,"Count of Dentists"
"403","DRS MATHESON FONSECA-PARWORTH",2021,35.528781,-82.961606,"Count of Dentists"
"404","",2021,35.4962,-83.2961,"Count of Dentists"
"405","RICCOBENE ASSOCIATES FAMILY",2021,36.295026,-78.599424,"Count of Dentists"
"406","HENDERSON FAMILY DENTISTRY",2021,36.325533,-78.422289,"Count of Dentists"
"407","",2021,36.317165,-78.569733,"Count of Dentists"
"408","",2021,35.4962,-83.2961,"Count of Dentists"
"409","KIRBY J RANSOM DMD PA",2021,36.330224,-78.452963,"Count of Dentists"
"410","",2021,35.530479,-82.843834,"Count of Dentists"
"411","HEATHER S LEE DDS PLLC",2021,35.485133,-82.991634,"Count of Dentists"
"412","CLEARY & SPEARS",2021,36.323927,-78.593941,"Count of Dentists"
"413","SMOKY MOUNTAIN DENTISTRY",2021,35.539521,-82.956909,"Count of Dentists"
"414","",2021,35.530479,-82.843834,"Count of Dentists"
"415","CAROLINA WEST DENTAL",2021,35.500294,-82.983955,"Count of Dentists"
"416","",2021,35.485133,-82.991634,"Count of Dentists"
"417","",2021,36.317165,-78.569733,"Count of Dentists"
"418","RURAL HEALTH GROUP AT",2021,36.338131,-78.426188,"Count of Dentists"
"419","D REED SPEARS DDS PA",2021,36.323927,-78.593941,"Count of Dentists"
"420","KENNETH EVINS DMD PA",2021,36.310499,-78.592599,"Count of Dentists"
"421","C E FULTZ DDS PA",2021,35.53016,-82.918787,"Count of Dentists"
"422","RICHARD J NOEL DDS PA",2021,36.330986,-78.446401,"Count of Dentists"
"423","SHARDA FAMILY DENTISTRY",2021,36.142827,-78.71816,"Count of Dentists"
"424","",2021,36.330986,-78.446401,"Count of Dentists"
"425","CENTRAL REGIONAL HOSPITAL",2021,36.145482,-78.771853,"Count of Dentists"
"426","",2021,35.53016,-82.918787,"Count of Dentists"
"427","JOHN SANDS DMD PLLC",2021,36.323927,-78.593941,"Count of Dentists"
"428","KARA M HENDERSON DDS II",2021,36.331648,-78.44621,"Count of Dentists"
"429","DAVE E FOULKES DDS PLLC",2021,36.333526,-78.432488,"Count of Dentists"
"430","WILSON S HOYLE JR OFC",2021,36.325952,-78.408448,"Count of Dentists"
"431","WILLIAM WOOTEN PA",2021,36.33613,-78.4276,"Count of Dentists"
"432","MARK E BOSTIC PLLC",2021,36.320364,-78.595527,"Count of Dentists"
"433","RIDDLE BRUCE C DDS",2021,35.423947,-83.446796,"Count of Dentists"
"434","JOHN M HIGHSMITH DENTAL",2021,35.53016,-82.918787,"Count of Dentists"
"435","WAYNESVILLE PERIO",2021,35.497329,-82.980972,"Count of Dentists"
"436","WESTER III M W DDS",2022,36.330986,-78.446401,"Count of Dentists"
"437","",2022,35.520512,-82.838818,"Count of Dentists"
"438","FISHER & BODNAR PLLC",2022,35.52745,-82.936828,"Count of Dentists"
"439","KERRY P COGBURN PA",2022,35.527074,-82.93989,"Count of Dentists"
"440","CONARD JOSEPH R DDS",2022,35.496996,-82.977321,"Count of Dentists"
"441","SMOKY MOUNTAIN DENTISTRY",2022,35.539521,-82.956909,"Count of Dentists"
"442","SEDATION DENTISTRY-WILLIAM S",2022,36.33613,-78.4276,"Count of Dentists"
"443","HENDERSON FAMILY DENTISTRY",2022,36.325533,-78.422289,"Count of Dentists"
"444","CAMPBELL ORTHODONITCS",2022,36.1104,-78.6895,"Count of Dentists"
"445","CAMPBELL ORTHODONITCS",2022,36.1104,-78.6895,"Count of Dentists"
"446","TOTAL SMILES OF OXFORD",2022,36.334473,-78.594669,"Count of Dentists"
"447","WILSON ORTHODONTICS",2022,36.323927,-78.593941,"Count of Dentists"
"448","WILSON ORTHODONTICS",2022,36.323927,-78.593941,"Count of Dentists"
"449","BART CLEARY DDS PA",2022,36.323927,-78.593941,"Count of Dentists"
"450","CLEARY & SPEARS",2022,36.323927,-78.593941,"Count of Dentists"
"451","ROCK CLIFF ORAL SURGERY",2022,35.528781,-82.961098,"Count of Dentists"
"452","CREEDMOOR FAMILY DENTISTRY",2022,36.116725,-78.687054,"Count of Dentists"
"453","BUTNER-CREEDMOOR FAMILY",2022,36.142827,-78.71816,"Count of Dentists"
"454","GREAT BEGINNINGS PEDIATRIC",2022,35.528781,-82.961606,"Count of Dentists"
"455","CATALOOCHEE DENTAL GROUP",2022,35.52745,-82.936828,"Count of Dentists"
"456","GREAT SMILES",2022,35.528781,-82.961606,"Count of Dentists"
"457","BLUE RIDGE DENTAL",2022,35.529116,-82.960833,"Count of Dentists"
"458","BLUE RIDGE DENTAL",2022,35.529116,-82.960833,"Count of Dentists"
"459","JOHN M HIGHSMITH DENTAL",2022,35.53016,-82.918787,"Count of Dentists"
"460","NABORS DARRYL D DDS PA OFFICE",2022,35.530751,-82.91814,"Count of Dentists"
"461","CHAMBERS BEACHTOLD HALDEMAN",2022,35.528781,-82.961606,"Count of Dentists"
"462","EMILY E HALL PA",2022,35.497329,-82.980972,"Count of Dentists"
"463","MARK E BOSTIC DDS",2022,36.320364,-78.595527,"Count of Dentists"
"464","HOYLE WILSON S JR DR",2022,36.325952,-78.408448,"Count of Dentists"
"465","HENDERSON FAMILY DENTISTRY",2022,36.325533,-78.422289,"Count of Dentists"
"466","",2022,35.4962,-83.2961,"Count of Dentists"
"467","SMILE STUDIO OF HENDERSON",2022,36.331648,-78.44621,"Count of Dentists"
"468","SHAWN R KENNEDY PA",2022,35.52745,-82.936828,"Count of Dentists"
"469","ROCKCLIFF ORAL-FACIAL SURG",2022,35.528781,-82.961606,"Count of Dentists"
"470","ROCKCLIFF PLACE ORAL",2022,35.528781,-82.961606,"Count of Dentists"
"471","ROCKCLIFF PLACE ORAL",2022,35.528781,-82.961606,"Count of Dentists"
"472","",2022,36.1423,-78.7196,"Count of Dentists"
"473","GILLESPIE MICHAEL D DDS",2022,35.488047,-82.990528,"Count of Dentists"
"474","GRANVILLE FAMILY DENTISTRY",2022,36.327209,-78.593684,"Count of Dentists"
"475","GRANVILLE FAMILY DENTISTRY",2022,36.327209,-78.593684,"Count of Dentists"
"476","HENDERSON PEDIATRIC DENTISTRY",2022,36.331648,-78.44621,"Count of Dentists"
"477","ROCKCLIFF PLACE ORAL",2022,35.528781,-82.961606,"Count of Dentists"
"478","CREEDMOOR ORTHODONTICS",2022,36.1423,-78.7196,"Count of Dentists"
"479","HENDERSON PEDIATRIC DENTISTRY",2022,36.331648,-78.44621,"Count of Dentists"
"480","BLUE RIDGE DENTAL",2022,35.529116,-82.960833,"Count of Dentists"
"481","CATALOOCHEE DENTAL GROUP",2022,35.52745,-82.936828,"Count of Dentists"
"482","GENEVIEVE E DAURITY DDS PA",2022,36.330986,-78.446401,"Count of Dentists"
"483","YURKO JOSEPH E DDS PLLC",2022,35.493911,-82.983731,"Count of Dentists"
"484","CATALOOCHEE DENTAL GROUP",2022,35.52745,-82.936828,"Count of Dentists"
"485","",2022,35.4962,-83.2961,"Count of Dentists"
"486","BLUE RIDGE DENTAL",2022,35.512407,-83.070483,"Count of Dentists"
"487","KOREN DENTISTRY",2022,36.116725,-78.687054,"Count of Dentists"
"488","RALEIGH ORTHODONTICS",2022,36.1423,-78.7196,"Count of Dentists"
"489","",2022,35.4962,-83.2961,"Count of Dentists"
"490","",2022,35.424362,-83.452126,"Count of Dentists"
"491","",2022,35.52615,-82.956675,"Count of Dentists"
"492","KOREN DENTISTRY",2022,36.116725,-78.687054,"Count of Dentists"
"493","COGBURN TEAGUE & VAN PRAAG",2022,35.527074,-82.93989,"Count of Dentists"
"494","",2022,35.4962,-83.2961,"Count of Dentists"
"495","MORRISON ERIC DDS/FAMILY",2022,35.485133,-82.991634,"Count of Dentists"
"496","YURKO DENTAL EXCELLENCE",2022,35.493911,-82.983731,"Count of Dentists"
"497","RANSOM KIRBY J DMD",2022,36.330224,-78.452963,"Count of Dentists"
"498","GRANVILLE FAMILY DENTISTRY",2022,36.327209,-78.593684,"Count of Dentists"
"499","KENNETH EVINS DENTAL HEALTH",2022,36.310499,-78.592599,"Count of Dentists"
"500","SMOKY MOUNTAIN DENTISTRY",2022,35.539521,-82.956909,"Count of Dentists"
"501","PARADISE FAMILY DENTISTRY",2022,36.333526,-78.432488,"Count of Dentists"
"502","CAROLINA WEST DENTAL",2022,35.500294,-82.983955,"Count of Dentists"
"503","SMOKY MOUNTAIN DENTISTRY",2022,35.539521,-82.956909,"Count of Dentists"
"504","CAROLINA WEST DENTAL",2022,35.500294,-82.983955,"Count of Dentists"
"505","BUTNER CREEDMOOR FAMILY DNSTRY",2022,36.142827,-78.71816,"Count of Dentists"
"506","JOHN R VAN VENROOY DENTAL",2022,36.3303,-78.448,"Count of Dentists"
"507","CAROLINA DENTAL ARTS",2022,36.330986,-78.446401,"Count of Dentists"
"508","T M ROBERSON II PLLC DDS",2022,36.323002,-78.419108,"Count of Dentists"
"509","FISHER & BODNAR PLLC",2022,35.52745,-82.936828,"Count of Dentists"
"510","",2022,36.312885,-78.553452,"Count of Dentists"
"511","",2022,36.313649,-78.45596,"Count of Dentists"
"512","DR'S SCULLY MATHESON & FONSECA",2022,35.528781,-82.961606,"Count of Dentists"
"513","MAGGIE VALLEY DENTAL",2022,35.512407,-83.070483,"Count of Dentists"
"514","LASER DENTISTRY",2022,35.527074,-82.93989,"Count of Dentists"
"515","CAROLINA WEST DENTAL",2022,35.500294,-82.983955,"Count of Dentists"
"516","L L BALANCE DDS PLLC",2022,35.500294,-82.983955,"Count of Dentists"
"517","",2022,36.312885,-78.553452,"Count of Dentists"
"518","SCHMITT ORTHODONTICS",2022,36.3303,-78.448,"Count of Dentists"
"519","PEAK DENTISTRY",2022,35.530751,-82.91814,"Count of Dentists"
"520","",2022,35.4962,-83.2961,"Count of Dentists"
"521","",2022,35.496996,-82.977321,"Count of Dentists"
"522","HENDERSON PEDIATRIC DENTISTRY",2022,36.331648,-78.44621,"Count of Dentists"
"523","",2022,36.312885,-78.553452,"Count of Dentists"
"524","",2022,35.4962,-83.2961,"Count of Dentists"
"525","",2022,36.312885,-78.553452,"Count of Dentists"
"526","CAROLINA WEST DENTAL",2022,35.500294,-82.983955,"Count of Dentists"
"527","HENDERSON PEDIATRIC DENTISTRY",2022,36.331648,-78.44621,"Count of Dentists"
"528","",2022,36.116725,-78.687054,"Count of Dentists"
"529","DRS MATHESON FONSECA-PARWORTH",2022,35.528781,-82.961606,"Count of Dentists"
"530","",2022,35.4962,-83.2961,"Count of Dentists"
"531","RICCOBENE ASSOCIATES FAMILY",2022,36.295026,-78.599424,"Count of Dentists"
"532","HENDERSON FAMILY DENTISTRY",2022,36.325533,-78.422289,"Count of Dentists"
"533","",2022,36.317165,-78.569733,"Count of Dentists"
"534","",2022,35.4962,-83.2961,"Count of Dentists"
"535","KIRBY J RANSOM DMD PA",2022,36.330224,-78.452963,"Count of Dentists"
"536","",2022,35.535589,-82.836868,"Count of Dentists"
"537","HEATHER S LEE DDS PLLC",2022,35.485133,-82.991634,"Count of Dentists"
"538","DRS CLEARY & SPEARS",2022,36.323927,-78.593941,"Count of Dentists"
"539","SMOKY MOUNTAIN DENTISTRY",2022,35.539521,-82.956909,"Count of Dentists"
"540","",2022,35.535589,-82.836868,"Count of Dentists"
"541","CAROLINA WEST DENTAL",2022,35.500294,-82.983955,"Count of Dentists"
"542","",2022,35.485133,-82.991634,"Count of Dentists"
"543","",2022,36.317165,-78.569733,"Count of Dentists"
"544","RURAL HEALTH GROUP AT",2022,36.338131,-78.426188,"Count of Dentists"
"545","KENNETH EVINS DMD PA",2022,36.310499,-78.592599,"Count of Dentists"
"546","C E FULTZ DDS PA",2022,35.53016,-82.918787,"Count of Dentists"
"547","RICHARD J NOEL DDS PA",2022,36.330986,-78.446401,"Count of Dentists"
"548","SHARDA FAMILY DENTISTRY",2022,36.142827,-78.71816,"Count of Dentists"
"549","CENTRAL REGIONAL HOSPITAL",2022,36.145482,-78.771853,"Count of Dentists"
"550","",2022,36.330986,-78.446401,"Count of Dentists"
"551","",2022,35.53016,-82.918787,"Count of Dentists"
"552","JOHN SANDS DMD PLLC",2022,36.323927,-78.593941,"Count of Dentists"
"553","HENDERSON SEDATION-HOSP",2022,36.331648,-78.44621,"Count of Dentists"
"554","DAVE E FOULKES DDS PLLC",2022,36.333526,-78.432488,"Count of Dentists"
"555","KENNEDY & EWING ENDODONTICS",2022,35.52745,-82.936828,"Count of Dentists"
"556","HENDERSON FAMILY DENTISTRY",2022,36.325533,-78.422289,"Count of Dentists"
"557","WILLIAM WOOTEN PA",2022,36.33613,-78.4276,"Count of Dentists"
"558","WILSON S HOYLE JR OFFICE",2022,36.325952,-78.408448,"Count of Dentists"
"559","MARK E BOSTIC PLLC",2022,36.320364,-78.595527,"Count of Dentists"
"560","RIDDLE BRUCE C DDS",2022,35.423947,-83.446796,"Count of Dentists"
"561","JOHN M HIGHSMITH DENTAL",2022,35.53016,-82.918787,"Count of Dentists"
"562","WAYNESVILLE PERIO",2022,35.497329,-82.980972,"Count of Dentists"
"563","WESTER DENTAL",2023,36.331219,-78.446941,"Count of Dentists"
"564","",2023,35.521907,-82.838206,"Count of Dentists"
"565","FISHER & BODNAR PLLC",2023,35.527464,-82.937134,"Count of Dentists"
"566","KERRY P COGBURN PA",2023,35.527078,-82.939954,"Count of Dentists"
"567","CONARD JOSEPH R DDS",2023,35.496996,-82.977321,"Count of Dentists"
"568","SMOKY MOUNTAIN DENTISTRY",2023,35.539521,-82.956909,"Count of Dentists"
"569","SEDATION DENTISTRY-WILLIAM S",2023,36.336161,-78.427481,"Count of Dentists"
"570","HENDERSON FAMILY DENTISTRY",2023,36.325745,-78.422424,"Count of Dentists"
"571","CAMPBELL ORTHODONITCS",2023,36.119585,-78.68547,"Count of Dentists"
"572","CAMPBELL ORTHODONITCS",2023,36.119585,-78.68547,"Count of Dentists"
"573","TOTAL SMILES OF OXFORD",2023,36.334434,-78.594778,"Count of Dentists"
"574","WILSON ORTHODONTICS",2023,36.323862,-78.594634,"Count of Dentists"
"575","WILSON ORTHODONTICS",2023,36.323862,-78.594634,"Count of Dentists"
"576","BART CLEARY DDS PA",2023,36.323862,-78.594634,"Count of Dentists"
"577","ROCK CLIFF ORAL SURGERY",2023,35.5288,-82.961891,"Count of Dentists"
"578","CREEDMOOR FAMILY DENTISTRY",2023,36.117365,-78.688875,"Count of Dentists"
"579","BUTNER-CREEDMOOR FAMILY",2023,36.142854,-78.718103,"Count of Dentists"
"580","GREAT BEGINNINGS PEDIATRIC",2023,35.5288,-82.961891,"Count of Dentists"
"581","CATALOOCHEE DENTAL GROUP",2023,35.527464,-82.937134,"Count of Dentists"
"582","GREAT SMILES",2023,35.5288,-82.961891,"Count of Dentists"
"583","BLUE RIDGE DENTAL",2023,35.529225,-82.960815,"Count of Dentists"
"584","BLUE RIDGE DENTAL",2023,35.529225,-82.960815,"Count of Dentists"
"585","JOHN M HIGHSMITH DENTAL",2023,35.53016,-82.918787,"Count of Dentists"
"586","CHAMBERS BEACHTOLD HALDEMAN",2023,35.5288,-82.961891,"Count of Dentists"
"587","EMILY E HALL PA",2023,35.497329,-82.980972,"Count of Dentists"
"588","CAROLINA WEST DENTAL",2023,35.500995,-82.983354,"Count of Dentists"
"589","MARK E BOSTIC DDS",2023,36.320365,-78.595187,"Count of Dentists"
"590","HOYLE WILSON S JR DR",2023,36.325952,-78.408448,"Count of Dentists"
"591","HENDERSON FAMILY DENTISTRY",2023,36.325745,-78.422424,"Count of Dentists"
"592","",2023,35.48299,-83.31691,"Count of Dentists"
"593","SMILE STUDIO OF HENDERSON",2023,36.331647,-78.446225,"Count of Dentists"
"594","SHAWN R KENNEDY PA",2023,35.527462,-82.936834,"Count of Dentists"
"595","GREAT BEGINNINGS PEDIATRIC",2023,35.5288,-82.961891,"Count of Dentists"
"596","ROCKCLIFF ORAL-FACIAL SURG",2023,35.5288,-82.961891,"Count of Dentists"
"597","ROCKCLIFF PLACE ORAL",2023,35.5288,-82.961891,"Count of Dentists"
"598","ROCKCLIFF PLACE ORAL",2023,35.5288,-82.961891,"Count of Dentists"
"599","",2023,36.141706,-78.719734,"Count of Dentists"
"600","GILLESPIE MICHAEL D DDS",2023,35.488047,-82.990528,"Count of Dentists"
"601","GRANVILLE FAMILY DENTISTRY",2023,36.32732,-78.593628,"Count of Dentists"
"602","GRANVILLE FAMILY DENTISTRY",2023,36.32732,-78.593628,"Count of Dentists"
"603","HENDERSON PEDIATRIC DENTISTRY",2023,36.331647,-78.446225,"Count of Dentists"
"604","ROCKCLIFF PLACE ORAL",2023,35.5288,-82.961891,"Count of Dentists"
"605","CREEDMOOR ORTHODONTICS",2023,36.141706,-78.719734,"Count of Dentists"
"606","KEARNEY RHONDA LOUISE",2023,36.331647,-78.446225,"Count of Dentists"
"607","BLUE RIDGE DENTAL",2023,35.529225,-82.960815,"Count of Dentists"
"608","CATALOOCHEE DENTAL GROUP-CLYDE",2023,35.527464,-82.937134,"Count of Dentists"
"609","GENEVIEVE E DAURITY DDS PA",2023,36.331219,-78.446941,"Count of Dentists"
"610","",2023,35.48299,-83.31691,"Count of Dentists"
"611","YURKO JOSEPH E DDS PLLC",2023,35.493911,-82.983731,"Count of Dentists"
"612","CATALOOCHEE DENTAL GROUP",2023,35.527464,-82.937134,"Count of Dentists"
"613","RALEIGH ORTHODONTICS",2023,36.119585,-78.68547,"Count of Dentists"
"614","",2023,35.48299,-83.31691,"Count of Dentists"
"615","SIDNEY SOCKWELL FAMILY DNTSTRY",2023,36.295109,-78.599424,"Count of Dentists"
"616","",2023,35.424343,-83.452271,"Count of Dentists"
"617","KOREN DENTISTRY",2023,36.117365,-78.688875,"Count of Dentists"
"618","",2023,35.526404,-82.956695,"Count of Dentists"
"619","COGBURN TEAGUE & VAN PRAAG",2023,35.527078,-82.939954,"Count of Dentists"
"620","",2023,35.48299,-83.31691,"Count of Dentists"
"621","",2023,35.527078,-82.939954,"Count of Dentists"
"622","MORRISON ERIC DDS/FAMILY",2023,35.485241,-82.991371,"Count of Dentists"
